nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran,link_restoran,alamat,link_alamat
Cumi Lada Hitam,65000,Main Course,asin gurih pedas  cumi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Goreng Mentega,55500,Main Course,asin gurih  udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Goreng Kering,55500,Main Course,asin gurih  udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Goreng Tepung,55500,Main Course,asin gurih  udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Saus Padang,55500,Main Course,asin gurih pedas udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Saus Tiram,55500,Main Course,asin gurih  udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Asam Manis,55500,Main Course,asin gurih asam manis udang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Lada Hitam,55500,Main Course,asin gurih pedas  udang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Mayonise,55500,Main Course,asin gurih  manis udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Rebus,52000,Main Course,asin gurih  udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ayam Goreng Asam Manis,61500,Main Course,asin gurih asam manis ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ayam Goreng Lada Hitam,54500,Main Course,asin gurih pedas  ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ayam Nanking,61500,Main Course,asin gurih manis  ayam ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ayam Rica Rica,54500,Main Course,asin gurih pedas  ayam ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ayam Kecap,54500,Main Course,asin gurih manis ayam ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapi Goreng Mentega,74500,Main Course,asin gurih  sapi ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapi Goreng Kering,74500,Main Course,asin gurih  sapi ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapi Saus Padang,74500,Main Course,asin gurih pedas sapi ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapi Saus Tiram,74500,Main Course,asin gurih  sapi ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapi Asam Manis,74500,Main Course,asin gurih asam manis sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapi Lada Hitam,74500,Main Course,asin gurih pedas  sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bistik Sapi,74500,Main Course,asin gurih manis   sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bistik Udang,68500,Main Course,asin gurih manis   udang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bistik Ayam,68500,Main Course,asin gurih manis   ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bistik Cumi,74500,Main Course,asin gurih manis   cumi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bihun Goreng,36500,Main Course,asin gurih  bihun ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bihun Goreng Special,43500,Main Course,asin gurih  bihun ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bihun Goreng Seafood,43500,Main Course,asin gurih  bihun ikan udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bihun Goreng Ayam,43500,Main Course,asin gurih  bihun ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Goreng Special,43500,Main Course,asin gurih  kwetiau ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Goreng Seafood,43500,Main Course,asin gurih  kwetiau ikan udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Goreng Ayam,43500,Main Course,asin gurih  kwetiau ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Siram,48500,Main Course,asin gurih  kwetiau ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Siram Sapi,58000,Main Course,asin gurih  kwetiau sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Siram Seafood,50500,Main Course,asin gurih  kwetiau ikan udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bakmie Goreng,36500,Main Course,asin gurih  mie ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bakmie Goreng Special,43500,Main Course,asin gurih  mie ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Bakmie Goreng Seafood,43500,Main Course,asin gurih  mie ikan udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Mie Solo,43500,Main Course,asin gurih manis  mie,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Mie Kangkung,43500,Main Course,asin gurih  mie ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Mie Goreng Ayam,43500,Main Course,asin gurih  mie ayam ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Gurame Bakar (Sedang),125000,Main Course,asin gurih manis   ikan,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapo Tahu Ayam,72500,Main Course,asin gurih  ayam tahu ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapi Hotplate,72500,Main Course,asin gurih  sapi ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Seafood Hotplate,60000,Main Course,asin gurih  ikan udang  ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ayam Hotplate,56500,Main Course,asin gurih  ayam ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Udang Hotplate,60000,Main Course,asin gurih  udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tahu Hotplate,53000,Main Course,asin gurih  tahu ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Nasi Ayam Cah Jamur,43500,Main Course,asin gurih  ayam  sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Nasi Capcay,43500,Main Course,asin gurih  nasi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Nasi Goreng,36500,Main Course,asin gurih  nasi ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Nasi Goreng Special,43500,Main Course,asin gurih  nasi  ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Nasi Goreng Seafood,43500,Main Course,asin gurih  nasi  ikan udang ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Nasi Goreng Ayam,43500,Main Course,asin gurih  nasi  ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Nasi Goreng Sosis,43500,Main Course,asin gurih  nasi  ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Fuyunghai,50500,Main Course,asin gurih manis telur ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Fuyunghai Ayam,50500,Main Course,asin gurih manis telur ayam ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ifumie,47000,Main Course,asin gurih  mie ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ifumie Ayam,45000,Main Course,asin gurih  mie ayam ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Capcay Goreng Ayam,48500,Main Course,asin gurih   ayam sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Capcay Kuah Ayam,48500,Main Course,asin gurih   ayam  sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Sapi,62000,Main Course,asin gurih   sapi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Udang,56000,Main Course,asin gurih   udang sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Seafood,56000,Main Course,asin gurih   ikan udang  sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Ayam,56000,Main Course,asin gurih   ayam sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Polos,45000,Main Course,asin gurih    sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Polos,32000,Main Course,asin gurih    sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Tauco,32000,Main Course,asin gurih    sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Terasi,32000,Main Course,asin gurih    sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Ayam,42500,Main Course,asin gurih   ayam sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Udang,46000,Main Course,asin gurih   udang sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Cumi,46000,Main Course,asin gurih   cumi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
